Adjacency List for Jakarta Node:
Neighbour Name		Latency
Perth		13.79677335051514
Singapore		13.79677335051514
Kuala Lumpur		13.79677335051514
Sydney		13.79677335051514
Auckland		13.79677335051514
New Delhi		13.79677335051514
Mumbai		13.79677335051514
Seoul		13.79677335051514
Tokyo		13.79677335051514
Taipei		13.79677335051514
Hong Kong		13.79677335051514
Manila		13.79677335051514
Bangkok		13.79677335051514
Chenai		13.79677335051514

Adjacency List for Perth Node:
Neighbour Name		Latency
Jakarta		29.084368214517593
Singapore		29.084368214517593
Kuala Lumpur		29.084368214517593
Sydney		29.084368214517593
Auckland		29.084368214517593
New Delhi		29.084368214517593
Mumbai		29.084368214517593
Seoul		29.084368214517593
Tokyo		29.084368214517593
Taipei		29.084368214517593
Hong Kong		29.084368214517593
Manila		29.084368214517593
Bangkok		29.084368214517593
Chenai		29.084368214517593

Adjacency List for Singapore Node:
Neighbour Name		Latency
Jakarta		15.562631159650183
Perth		15.562631159650183
Kuala Lumpur		15.562631159650183
Sydney		15.562631159650183
Auckland		15.562631159650183
New Delhi		15.562631159650183
Mumbai		15.562631159650183
Seoul		15.562631159650183
Tokyo		15.562631159650183
Taipei		15.562631159650183
Hong Kong		15.562631159650183
Manila		15.562631159650183
Bangkok		15.562631159650183
Chenai		15.562631159650183

Adjacency List for Kuala Lumpur Node:
Neighbour Name		Latency
Jakarta		17.51205588323158
Perth		17.51205588323158
Singapore		17.51205588323158
Sydney		17.51205588323158
Auckland		17.51205588323158
New Delhi		17.51205588323158
Mumbai		17.51205588323158
Seoul		17.51205588323158
Tokyo		17.51205588323158
Taipei		17.51205588323158
Hong Kong		17.51205588323158
Manila		17.51205588323158
Bangkok		17.51205588323158
Chenai		17.51205588323158

Adjacency List for Sydney Node:
Neighbour Name		Latency
Jakarta		23.108437350765698
Perth		23.108437350765698
Singapore		23.108437350765698
Kuala Lumpur		23.108437350765698
Auckland		23.108437350765698
New Delhi		23.108437350765698
Mumbai		23.108437350765698
Seoul		23.108437350765698
Tokyo		23.108437350765698
Taipei		23.108437350765698
Hong Kong		23.108437350765698
Manila		23.108437350765698
Bangkok		23.108437350765698
Chenai		23.108437350765698

Adjacency List for Auckland Node:
Neighbour Name		Latency
Jakarta		27.757550062704787
Perth		27.757550062704787
Singapore		27.757550062704787
Kuala Lumpur		27.757550062704787
Sydney		27.757550062704787
New Delhi		27.757550062704787
Mumbai		27.757550062704787
Seoul		27.757550062704787
Tokyo		27.757550062704787
Taipei		27.757550062704787
Hong Kong		27.757550062704787
Manila		27.757550062704787
Bangkok		27.757550062704787
Chenai		27.757550062704787

Adjacency List for New Delhi Node:
Neighbour Name		Latency
Jakarta		47.92432636509815
Perth		47.92432636509815
Singapore		47.92432636509815
Kuala Lumpur		47.92432636509815
Sydney		47.92432636509815
Auckland		47.92432636509815
Mumbai		47.92432636509815
Seoul		47.92432636509815
Tokyo		47.92432636509815
